OBS,DX_CD,DX_DSC
579,C50312,Malignant neoplasm of lower-inner quadrant of left female breast
580,C50319,Malignant neoplasm of lower-inner quadrant of unspecified female breast
581,C50319,Malignant neoplasm of lower-inner quadrant of unspecified female breast
582,C50321,Malignant neoplasm of lower-inner quadrant of right male breast
583,C50321,Malignant neoplasm of lower-inner quadrant of right male breast
584,C50322,Malignant neoplasm of lower-inner quadrant of left male breast
585,C50322,Malignant neoplasm of lower-inner quadrant of left male breast
586,C50329,Malignant neoplasm of lower-inner quadrant of unspecified male breast
587,C50329,Malignant neoplasm of lower-inner quadrant of unspecified male breast
588,C50411,Malignant neoplasm of upper-outer quadrant of right female breast
589,C50411,Malignant neoplasm of upper-outer quadrant of right female breast
590,C50412,Malignant neoplasm of upper-outer quadrant of left female breast
591,C50412,Malignant neoplasm of upper-outer quadrant of left female breast
592,C50419,Malignant neoplasm of upper-outer quadrant of unspecified female breast
593,C50419,Malignant neoplasm of upper-outer quadrant of unspecified female breast
594,C50421,Malignant neoplasm of upper-outer quadrant of right male breast
595,C50421,Malignant neoplasm of upper-outer quadrant of right male breast
596,C50422,Malignant neoplasm of upper-outer quadrant of left male breast
597,C50422,Malignant neoplasm of upper-outer quadrant of left male breast
598,C50429,Malignant neoplasm of upper-outer quadrant of unspecified male breast
599,C50429,Malignant neoplasm of upper-outer quadrant of unspecified male breast
600,C50511,Malignant neoplasm of lower-outer quadrant of right female breast
601,C50511,Malignant neoplasm of lower-outer quadrant of right female breast
602,C50512,Malignant neoplasm of lower-outer quadrant of left female breast
603,C50512,Malignant neoplasm of lower-outer quadrant of left female breast
604,C50519,Malignant neoplasm of lower-outer quadrant of unspecified female breast
605,C50519,Malignant neoplasm of lower-outer quadrant of unspecified female breast
606,C50521,Malignant neoplasm of lower-outer quadrant of right male breast
607,C50521,Malignant neoplasm of lower-outer quadrant of right male breast
608,C50522,Malignant neoplasm of lower-outer quadrant of left male breast
609,C50522,Malignant neoplasm of lower-outer quadrant of left male breast
610,C50529,Malignant neoplasm of lower-outer quadrant of unspecified male breast
611,C50529,Malignant neoplasm of lower-outer quadrant of unspecified male breast
612,C50611,Malignant neoplasm of axillary tail of right female breast
613,C50611,Malignant neoplasm of axillary tail of right female breast
614,C50612,Malignant neoplasm of axillary tail of left female breast
615,C50612,Malignant neoplasm of axillary tail of left female breast
616,C50619,Malignant neoplasm of axillary tail of unspecified female breast
617,C50619,Malignant neoplasm of axillary tail of unspecified female breast
618,C50621,Malignant neoplasm of axillary tail of right male breast
619,C50621,Malignant neoplasm of axillary tail of right male breast
620,C50622,Malignant neoplasm of axillary tail of left male breast
621,C50622,Malignant neoplasm of axillary tail of left male breast
622,C50629,Malignant neoplasm of axillary tail of unspecified male breast
623,C50629,Malignant neoplasm of axillary tail of unspecified male breast
624,C50811,Malignant neoplasm of overlapping sites of right female breast
625,C50811,Malignant neoplasm of overlapping sites of right female breast
626,C50812,Malignant neoplasm of overlapping sites of left female breast
627,C50812,Malignant neoplasm of overlapping sites of left female breast
628,C50819,Malignant neoplasm of overlapping sites of unspecified female breast
629,C50819,Malignant neoplasm of overlapping sites of unspecified female breast
630,C50821,Malignant neoplasm of overlapping sites of right male breast
631,C50821,Malignant neoplasm of overlapping sites of right male breast
632,C50822,Malignant neoplasm of overlapping sites of left male breast
633,C50822,Malignant neoplasm of overlapping sites of left male breast
634,C50829,Malignant neoplasm of overlapping sites of unspecified male breast
635,C50829,Malignant neoplasm of overlapping sites of unspecified male breast
636,C50911,Malignant neoplasm of unspecified site of right female breast
637,C50911,Malignant neoplasm of unspecified site of right female breast
638,C50912,Malignant neoplasm of unspecified site of left female breast
639,C50912,Malignant neoplasm of unspecified site of left female breast
640,C50919,Malignant neoplasm of unspecified site of unspecified female breast
641,C50919,Malignant neoplasm of unspecified site of unspecified female breast
642,C50921,Malignant neoplasm of unspecified site of right male breast
643,C50921,Malignant neoplasm of unspecified site of right male breast
644,C50922,Malignant neoplasm of unspecified site of left male breast
645,C50922,Malignant neoplasm of unspecified site of left male breast
646,C50929,Malignant neoplasm of unspecified site of unspecified male breast
647,C50929,Malignant neoplasm of unspecified site of unspecified male breast
648,C50A0,Malignant inflammatory neoplasm of unspecified breast
649,C50A0,Malignant inflammatory neoplasm of unspecified breast
650,C50A1,Malignant inflammatory neoplasm of right breast
651,C50A1,Malignant inflammatory neoplasm of right breast
652,C50A2,Malignant inflammatory neoplasm of left breast
653,C50A2,Malignant inflammatory neoplasm of left breast
654,C510,Malignant neoplasm of labium majus
655,C511,Malignant neoplasm of labium minus
656,C512,Malignant neoplasm of clitoris
657,C518,Malignant neoplasm of overlapping sites of vulva
658,C519,"Malignant neoplasm of vulva, unspecified"
659,C52,Malignant neoplasm of vagina
660,C530,Malignant neoplasm of endocervix
661,C531,Malignant neoplasm of exocervix
662,C538,Malignant neoplasm of overlapping sites of cervix uteri
663,C539,"Malignant neoplasm of cervix uteri, unspecified"
664,C540,Malignant neoplasm of isthmus uteri
665,C541,Malignant neoplasm of endometrium
666,C542,Malignant neoplasm of myometrium
667,C543,Malignant neoplasm of fundus uteri
668,C548,Malignant neoplasm of overlapping sites of corpus uteri
669,C549,"Malignant neoplasm of corpus uteri, unspecified"
670,C55,"Malignant neoplasm of uterus, part unspecified"
671,C561,Malignant neoplasm of right ovary
672,C562,Malignant neoplasm of left ovary
673,C563,Malignant neoplasm of bilateral ovaries
674,C569,Malignant neoplasm of unspecified ovary
675,C5700,Malignant neoplasm of unspecified fallopian tube
676,C5701,Malignant neoplasm of right fallopian tube
677,C5702,Malignant neoplasm of left fallopian tube
678,C5710,Malignant neoplasm of unspecified broad ligament
679,C5711,Malignant neoplasm of right broad ligament
680,C5712,Malignant neoplasm of left broad ligament
681,C5720,Malignant neoplasm of unspecified round ligament
682,C5721,Malignant neoplasm of right round ligament
683,C5722,Malignant neoplasm of left round ligament
684,C573,Malignant neoplasm of parametrium
685,C574,"Malignant neoplasm of uterine adnexa, unspecified"
686,C577,Malignant neoplasm of other specified female genital organs
687,C578,Malignant neoplasm of overlapping sites of female genital organs
688,C579,"Malignant neoplasm of female genital organ, unspecified"
689,C58,Malignant neoplasm of placenta
690,C600,Malignant neoplasm of prepuce
691,C601,Malignant neoplasm of glans penis
692,C602,Malignant neoplasm of body of penis
693,C608,Malignant neoplasm of overlapping sites of penis
694,C609,"Malignant neoplasm of penis, unspecified"
695,C61,Malignant neoplasm of prostate
696,C6200,Malignant neoplasm of unspecified undescended testis
697,C6201,Malignant neoplasm of undescended right testis
698,C6202,Malignant neoplasm of undescended left testis
699,C6210,Malignant neoplasm of unspecified descended testis
700,C6211,Malignant neoplasm of descended right testis
701,C6212,Malignant neoplasm of descended left testis
702,C6290,"Malignant neoplasm of unspecified testis, unspecified whether descended or undescended"
703,C6291,"Malignant neoplasm of right testis, unspecified whether descended or undescended"
704,C6292,"Malignant neoplasm of left testis, unspecified whether descended or undescended"
705,C6300,Malignant neoplasm of unspecified epididymis
706,C6301,Malignant neoplasm of right epididymis
707,C6302,Malignant neoplasm of left epididymis
708,C6310,Malignant neoplasm of unspecified spermatic cord
709,C6311,Malignant neoplasm of right spermatic cord
710,C6312,Malignant neoplasm of left spermatic cord
711,C632,Malignant neoplasm of scrotum
712,C637,Malignant neoplasm of other specified male genital organs
713,C638,Malignant neoplasm of overlapping sites of male genital organs
714,C639,"Malignant neoplasm of male genital organ, unspecified"
715,C641,"Malignant neoplasm of right kidney, except renal pelvis"
716,C642,"Malignant neoplasm of left kidney, except renal pelvis"
717,C649,"Malignant neoplasm of unspecified kidney, except renal pelvis"
718,C651,Malignant neoplasm of right renal pelvis
719,C652,Malignant neoplasm of left renal pelvis
720,C659,Malignant neoplasm of unspecified renal pelvis
721,C661,Malignant neoplasm of right ureter
722,C662,Malignant neoplasm of left ureter
723,C669,Malignant neoplasm of unspecified ureter
724,C670,Malignant neoplasm of trigone of bladder
725,C671,Malignant neoplasm of dome of bladder
726,C672,Malignant neoplasm of lateral wall of bladder
727,C673,Malignant neoplasm of anterior wall of bladder
728,C674,Malignant neoplasm of posterior wall of bladder
729,C675,Malignant neoplasm of bladder neck
730,C676,Malignant neoplasm of ureteric orifice
731,C677,Malignant neoplasm of urachus
732,C678,Malignant neoplasm of overlapping sites of bladder
733,C679,"Malignant neoplasm of bladder, unspecified"
734,C680,Malignant neoplasm of urethra
735,C681,Malignant neoplasm of paraurethral glands
736,C688,Malignant neoplasm of overlapping sites of urinary organs
737,C689,"Malignant neoplasm of urinary organ, unspecified"
738,C6900,Malignant neoplasm of unspecified conjunctiva
739,C6901,Malignant neoplasm of right conjunctiva
740,C6902,Malignant neoplasm of left conjunctiva
741,C6910,Malignant neoplasm of unspecified cornea
742,C6911,Malignant neoplasm of right cornea
743,C6912,Malignant neoplasm of left cornea
744,C6920,Malignant neoplasm of unspecified retina
745,C6921,Malignant neoplasm of right retina
746,C6922,Malignant neoplasm of left retina
747,C6930,Malignant neoplasm of unspecified choroid
748,C6931,Malignant neoplasm of right choroid
749,C6932,Malignant neoplasm of left choroid
750,C6940,Malignant neoplasm of unspecified ciliary body
751,C6941,Malignant neoplasm of right ciliary body
752,C6942,Malignant neoplasm of left ciliary body
753,C6950,Malignant neoplasm of unspecified lacrimal gland and duct
754,C6951,Malignant neoplasm of right lacrimal gland and duct
755,C6952,Malignant neoplasm of left lacrimal gland and duct
756,C6960,Malignant neoplasm of unspecified orbit
757,C6961,Malignant neoplasm of right orbit
758,C6962,Malignant neoplasm of left orbit
759,C6980,Malignant neoplasm of overlapping sites of unspecified eye and adnexa
760,C6981,Malignant neoplasm of overlapping sites of right eye and adnexa
761,C6982,Malignant neoplasm of overlapping sites of left eye and adnexa
762,C6990,Malignant neoplasm of unspecified site of unspecified eye
763,C6991,Malignant neoplasm of unspecified site of right eye
764,C6992,Malignant neoplasm of unspecified site of left eye
765,C700,Malignant neoplasm of cerebral meninges
766,C701,Malignant neoplasm of spinal meninges
767,C709,"Malignant neoplasm of meninges, unspecified"
768,C710,"Malignant neoplasm of cerebrum, except lobes and ventricles"
769,C711,Malignant neoplasm of frontal lobe
770,C712,Malignant neoplasm of temporal lobe
771,C713,Malignant neoplasm of parietal lobe
772,C714,Malignant neoplasm of occipital lobe
773,C715,Malignant neoplasm of cerebral ventricle
774,C716,Malignant neoplasm of cerebellum
775,C717,Malignant neoplasm of brain stem
776,C718,Malignant neoplasm of overlapping sites of brain
777,C719,"Malignant neoplasm of brain, unspecified"
778,C720,Malignant neoplasm of spinal cord
779,C721,Malignant neoplasm of cauda equina
780,C7220,Malignant neoplasm of unspecified olfactory nerve
781,C7221,Malignant neoplasm of right olfactory nerve
782,C7222,Malignant neoplasm of left olfactory nerve
783,C7230,Malignant neoplasm of unspecified optic nerve
784,C7231,Malignant neoplasm of right optic nerve
785,C7232,Malignant neoplasm of left optic nerve
786,C7240,Malignant neoplasm of unspecified acoustic nerve
787,C7241,Malignant neoplasm of right acoustic nerve
788,C7242,Malignant neoplasm of left acoustic nerve
789,C7250,Malignant neoplasm of unspecified cranial nerve
790,C7259,Malignant neoplasm of other cranial nerves
791,C729,"Malignant neoplasm of central nervous system, unspecified"
792,C73,Malignant neoplasm of thyroid gland
793,C7400,Malignant neoplasm of cortex of unspecified adrenal gland
794,C7400,Malignant neoplasm of cortex of unspecified adrenal gland
795,C7401,Malignant neoplasm of cortex of right adrenal gland
796,C7401,Malignant neoplasm of cortex of right adrenal gland
797,C7402,Malignant neoplasm of cortex of left adrenal gland
798,C7402,Malignant neoplasm of cortex of left adrenal gland
799,C7410,Malignant neoplasm of medulla of unspecified adrenal gland
800,C7410,Malignant neoplasm of medulla of unspecified adrenal gland
801,C7411,Malignant neoplasm of medulla of right adrenal gland
802,C7411,Malignant neoplasm of medulla of right adrenal gland
803,C7412,Malignant neoplasm of medulla of left adrenal gland
804,C7412,Malignant neoplasm of medulla of left adrenal gland
805,C7490,Malignant neoplasm of unspecified part of unspecified adrenal gland
806,C7490,Malignant neoplasm of unspecified part of unspecified adrenal gland
807,C7491,Malignant neoplasm of unspecified part of right adrenal gland
808,C7491,Malignant neoplasm of unspecified part of right adrenal gland
809,C7492,Malignant neoplasm of unspecified part of left adrenal gland
810,C7492,Malignant neoplasm of unspecified part of left adrenal gland
811,C750,Malignant neoplasm of parathyroid gland
812,C751,Malignant neoplasm of pituitary gland
813,C752,Malignant neoplasm of craniopharyngeal duct
814,C753,Malignant neoplasm of pineal gland
815,C754,Malignant neoplasm of carotid body
816,C755,Malignant neoplasm of aortic body and other paraganglia
817,C758,"Malignant neoplasm with pluriglandular involvement, unspecified"
818,C759,"Malignant neoplasm of endocrine gland, unspecified"
819,C760,"Malignant neoplasm of head, face and neck"
820,C761,Malignant neoplasm of thorax
821,C762,Malignant neoplasm of abdomen
822,C763,Malignant neoplasm of pelvis
823,C7640,Malignant neoplasm of unspecified upper limb
824,C7641,Malignant neoplasm of right upper limb
825,C7642,Malignant neoplasm of left upper limb
